id,name,sku,price,regular_price,sale_price,currency,in_stock,permalink,short_description,description,categories,images,image_urls,image_local_paths,primary_image_local
19917,אוזניות חוטיות עם חיבור טייפ סי,7290122461749,49,49,49,ILS,True,https://artos.co.il/product/%d7%90%d7%95%d7%96%d7%a0%d7%99%d7%95%d7%aa-%d7%97%d7%95%d7%98%d7%99%d7%95%d7%aa-%d7%a2%d7%9d-%d7%97%d7%99%d7%91%d7%95%d7%a8-%d7%98%d7%99%d7%99%d7%a4-%d7%a1%d7%99/,,"<p>אוזניות מיקרופון עם חיבור TYPE C</p>
<ul>
<li>מתאים לכל המכשירים בעלי כניסת אודיו טייפ סי</li>
<li>כפתורים לשליטה על נגינת המוזיקה ומענה וניתוק שיחות</li>
<li>גרסה דיגיטלית המבטיחה איכות סאונד מעולה</li>
</ul>","אביזרי סלולר וגאדג'טים, אוזניות",https://artos.co.il/wp-content/uploads/2026/01/in-ear-soumd-pic@4x-8-scaled.png,https://artos.co.il/wp-content/uploads/2026/01/in-ear-soumd-pic@4x-8-scaled.png,artos_assets/images/19917_00_07a809fd58.png,artos_assets/images/19917_00_07a809fd58.png
19898,ערכת פוקר 300 צ&#8217;יפים,7290122462302,149,149,149,ILS,True,https://artos.co.il/product/%d7%a2%d7%a8%d7%9b%d7%aa-%d7%a4%d7%95%d7%a7%d7%a8-300-%d7%a6%d7%99%d7%a4%d7%99%d7%9d/,,"<div>
<div>מגיעה עם מזוודת אלומיניום איכותית עם נעילה בטיחותית</div>
<div>תכולת הערכה:</div>
<div><b> שתי חבילות קלפים העשויים מקרטון עמיד ואיכותי</b></div>
<div>300 צ&#8217;יפים</div>
<div>צ&#8217;יפ דילר</div>
<div>5 קוביות משחק</div>
<div>מזוודת אלומיניום</div>
<div>זוג  מפתחות לנעילת המזוודה</div>
</div>
<div>
<div class=""gmail_signature"" dir=""ltr"" data-smartmail=""gmail_signature""></div>
</div>","משחקי חוץ, קמפינג",https://artos.co.il/wp-content/uploads/2026/01/poker-set-1.png,https://artos.co.il/wp-content/uploads/2026/01/poker-set-1.png,artos_assets/images/19898_00_72ebdbaba2.png,artos_assets/images/19898_00_72ebdbaba2.png
19749,מדחום מצח אלחוטי,7290110475710,149,149,149,ILS,True,https://artos.co.il/product/%d7%9e%d7%93%d7%97%d7%95%d7%9d-%d7%9e%d7%a6%d7%97-%d7%90%d7%9c%d7%97%d7%95%d7%98%d7%99/,,"<div class=""productDetailsWrapper row"">
<div class=""generalDetails col-lg-7"">
<div class=""paddingWrapper"">
<div class=""desc"">מדחום אלחוטי אינפרא אדום המאפשר בדיקת חום גוף ללא מגע, מודד חום גוף במרחק של עד 3 ס&#8221;מ מהמצח או האוזן, בחירה בין מדידת מעלות בצלזיוס או בפרנהייט, עובד עם 2 סוללות אצבע AAA (אינן כלולות), מתאים למדידת חום אצל תינוקות ומבודרים (לתינוקות מתחת לגיל שנה מכוונים את המדחום מאחורי האוזן בלבד), מדידת חום מדוייקת תוך 3 שניות, צד לג המציג את חום הגוף לפי צבע מסך.</div>
</div>
</div>
</div>",לגינה ולבית,https://artos.co.il/wp-content/uploads/2025/12/מדחום.webp,https://artos.co.il/wp-content/uploads/2025/12/מדחום.webp,artos_assets/images/19749_00_488545fe23.webp,artos_assets/images/19749_00_488545fe23.webp
19551,רמקול מגנטי לגב הטלפון,,109,109,109,ILS,True,https://artos.co.il/product/%d7%a8%d7%9e%d7%a7%d7%95%d7%9c-%d7%9e%d7%92%d7%a0%d7%98%d7%99-%d7%9c%d7%92%d7%91-%d7%94%d7%98%d7%9c%d7%a4%d7%95%d7%9f/,,"<div class=""mui-col-sm-flex mui-col-xs-12 mui-flex-col mui-info-content"">
<div class=""dbQaOQPfZLsxhosZULfH mui-box-mb-xs-normal"" data-testid=""תיאור-line"">
<div><span class=""mui-info-value mui-text""><span class=""mui-text""><span class=""mui-text mui-text-break-word"" data-testid=""attributeValueLongText"">רמקול נייד המתלבש עם מגנט על גב הטלפון, עוצמה 5W, סוללה פנימית נטענת 700MAH המספיקה לעד 10 שעות עבודה אלחוטית, זמן טעינת הרמקול &#8211; שעתיים, חסין לחדירת נוזלים דרגת IPX6, חיבור בלוטות&#8217; מובנה, פונקציית TWS המאפשרת חיבור לשני רמקולים מאותו סוג בו זמנית</span></span></span></div>
</div>
</div>","סאונד ובידוריות, רמקולים",https://artos.co.il/wp-content/uploads/2025/11/3-3.png,https://artos.co.il/wp-content/uploads/2025/11/3-3.png,artos_assets/images/19551_00_ebfb718920.png,artos_assets/images/19551_00_ebfb718920.png
19532,מטען קיר עם 4 יציאות המתאים לטעינת לפטופים,7290122461541,149,149,149,ILS,True,https://artos.co.il/product/%d7%9e%d7%98%d7%a2%d7%9f-%d7%a7%d7%99%d7%a8-%d7%a2%d7%9d-4-%d7%99%d7%a6%d7%99%d7%90%d7%95%d7%aa-%d7%94%d7%9e%d7%aa%d7%90%d7%99%d7%9d-%d7%9c%d7%98%d7%a2%d7%99%d7%a0%d7%aa-%d7%9c%d7%a4%d7%98%d7%95%d7%a4/,,"<p>מטען קיר חדשני עם עוצמת טעינה מרבית 100W, המתאים לטעינת לפטופים עם חיבור TYPE C או LIGHTNING (כבלים אינם כלולים בערכה)</p>
<p>שלוש יציאות  (USB-C) POWER DELIVERY ועוד יציאת  USB-A, מטעין 4 מכשירים בו זמנית,</p>
<p>עוצמת טעינה:</p>
<p>מקסימום 100W &#8211; TYPE C1</p>
<p>מקסימום TYPE C2/C3 &#8211; 65W</p>
<p>מקסימום USB-A 18W</p>
<p>מקסימום TYPE C1+TYPE C2/C3 &#8211; 95W</p>
<p>מקסימום TYPE C1+USB-A  &#8211; 83W</p>
<p>מקסימום TYPE C1+TYPE C2/C3+USB-A &#8211; 15W</p>
<p>מקסימום TYPE C1+TYPE C2/C3+USB-A-80W</p>
<p>מקסימום TYPE C1+TYPE C2+TYPE C3+USB-A &#8211; 80W</p>","אביזרי סלולר וגאדג'טים, מטענים",https://artos.co.il/wp-content/uploads/2025/11/4-1.png,https://artos.co.il/wp-content/uploads/2025/11/4-1.png,artos_assets/images/19532_00_bdbe5cefdc.png,artos_assets/images/19532_00_bdbe5cefdc.png
19264,בידורית עוצמתית עם חצובה,,499,499,499,ILS,True,https://artos.co.il/product/19264/,,"<p>בידורית ניידת עוצמתית במיוחד &#8211; 100W, 2 מיקרופונים אלחוטיים, חצובה לתליית הבידורית בגובה 90 ס&#8221;מ, תאורת לד צבעונית, בלוטות&#8217; מובנה, 3 מצבי באס שונים, כניסה לכרטיסי זכרון USB, כניסה נוספת למיקרופון חוטי, פונקציית TWS לשמיעת מוזיקה מ2 רמקולים מאותו סוג בו זמנית, כניסת כבל אודיו AUX, רדיו FM, סוללה פנימית נטענת 6000MAH, 11.1V המספיקה לעד 5 שעות עבודה אלחוטית. זמן טעינת הבידורית &#8211; 8 שעות.</p>","בידוריות, סאונד ובידוריות",https://artos.co.il/wp-content/uploads/2025/11/black-madness-3.png,https://artos.co.il/wp-content/uploads/2025/11/black-madness-3.png,artos_assets/images/19264_00_73a7b1551d.png,artos_assets/images/19264_00_73a7b1551d.png
19250,בידורית ניידת נטענת בגודל 6.5X2,,399,399,399,ILS,False,https://artos.co.il/product/%d7%91%d7%99%d7%93%d7%95%d7%a8%d7%99%d7%aa-%d7%a0%d7%99%d7%99%d7%93%d7%aa-6-5x2/,,"<p>בידורית ניידת נטענת בגודל 6.5X2&#8243; , עוצמה &#8211; 60W, מיקרופון אלחוטי, תאורת לד צבעונית, בלוטות&#8217; מובנה, 3 מצבי באס שונים, כניסה לכרטיסי זכרון TF+USB, כניסה נוספת למיקרופון חוטי, פונקציית TWS לשמיעת מוזיקה מ2 רמקולים מאותו סוג בו זמנית, פונקציית קריוקי &#8211; תעדוף ווליום המיקרופון על פני ווליום המוזיקה המושמעת ברקע, כניסת כבל אודיו AUX, רדיו FM, סוללה פנימית נטענת 4000 MAH 7.4V, זמן טעינת הבידורית &#8211; 5 שעות. שלט רחוק, רצועה לנשיאת הבידורית ממקום למקום.</p>","בידוריות, סאונד ובידוריות",https://artos.co.il/wp-content/uploads/2025/11/BASS-SYNDROME-BLACK-scaled.png,https://artos.co.il/wp-content/uploads/2025/11/BASS-SYNDROME-BLACK-scaled.png,artos_assets/images/19250_00_a4a30db1f0.png,artos_assets/images/19250_00_a4a30db1f0.png
19246,רמקול בלוטות&#8217; נייד בעיצוב רטרו,7290122461572,345,345,345,ILS,False,https://artos.co.il/product/%d7%a8%d7%9e%d7%a7%d7%95%d7%9c-%d7%91%d7%9c%d7%95%d7%98%d7%95%d7%aa-%d7%a0%d7%99%d7%99%d7%93-%d7%91%d7%a2%d7%99%d7%a6%d7%95%d7%91-%d7%a8%d7%98%d7%a8%d7%95/,,"<p>רמקול נייד בעיצוב רטרו, עוצמה 15 וואט RMS, כניסה למיקרופון חוטי, סוללה פנימית נטענת 2400MAH 3.7V, המספיקה לעד 4 שעות עובדה אלחוטית, חיבור בלוטות&#8217; מובנה, כניסה לכרטיסי זיכרון מסוג USB ו-TF, כניסת כבל אודיו AUX, זמן טעינת הרמקול &#8211; 4 שעות, פונקציית TWS לחיבור 2 רמקולים מאותו הסוג למכשיר אחד.</p>","סאונד ובידוריות, רמקולים","https://artos.co.il/wp-content/uploads/2025/11/AR-UNPLG.png, https://artos.co.il/wp-content/uploads/2025/11/18-2.png",https://artos.co.il/wp-content/uploads/2025/11/AR-UNPLG.png|https://artos.co.il/wp-content/uploads/2025/11/18-2.png,artos_assets/images/19246_00_fc0cad26f8.png|artos_assets/images/19246_01_92de9fccc1.png,artos_assets/images/19246_00_fc0cad26f8.png
19241,בידורית ניידת עוצמתית 6.5 אינץ,7290122461565,349,349,349,ILS,True,https://artos.co.il/product/%d7%91%d7%99%d7%93%d7%95%d7%a8%d7%99%d7%aa-%d7%a0%d7%99%d7%99%d7%93%d7%aa-%d7%a2%d7%95%d7%a6%d7%9e%d7%aa%d7%99%d7%aa-6-5-%d7%90%d7%99%d7%a0%d7%a5-2/,,"<p>בידורית ניידת עוצמתית עם סאבוופר בגודל 6.5 אינץ&#8217;, עוצמת שמע &#8211; 50 וואט RMS, מיקרופון אלחוטי, חיבור בלוטות&#8217; מובנה, כניסה נוספת למיקרופון חוטי, תאורת לד צבעונית, פונקציית קריוקי &#8211; תעדוף ווליום המיקרופון על פני ווליום המוזיקה המושמעת ברגע. פונקציית TWS לשמיעת מוזיקה מ2 רמקולים מאותו סוג בו זמנית. כניסת לכרטיסי זכרון USB+TF, סוללה פנימית נטענת4000MAH 7.4V המספיקה לעד 4 שעות עבדוה אלחוטית. זמן טעינת הבידורית &#8211; 5 שעות, כניסת כבל אודיו AUX, רדיו FM.</p>","בידוריות, סאונד ובידוריות",https://artos.co.il/wp-content/uploads/2025/11/2.png,https://artos.co.il/wp-content/uploads/2025/11/2.png,artos_assets/images/19241_00_321b930f1e.png,artos_assets/images/19241_00_321b930f1e.png
19236,בידורית ניידת עוצמתית 5X2&#8243;,7290122461589,349,349,349,ILS,True,https://artos.co.il/product/%d7%91%d7%99%d7%93%d7%95%d7%a8%d7%99%d7%aa-%d7%a0%d7%99%d7%99%d7%93%d7%aa-%d7%a2%d7%95%d7%a6%d7%9e%d7%aa%d7%99%d7%aa-5x2/,,"<p>בידורית ניידת עוצמתית עם סבאוופר בגודל 5X2 אינץ&#8217;, עוצמת שמע &#8211; 50 וואט RMS, מיקרופון אלחוטי, תאורת לד צבעונית, חיבור בלוטות&#8217; מובנה, כניסה נוספת למיקורופון חוטי, כניסה לכרטיסי זכרון TF+USB, פונקציית TWS לשמיעת מוזיקה ל2 רמקולים מאותו סוג בו זמנית. כניסת כבל אודיו AUX, רדיו FM, סוללה פנימית לעד 4 שעות עבודה אלחוטית, זמן טעינת הרמקול &#8211; 5 שעות</p>
<p>&nbsp;</p>","בידוריות, סאונד ובידוריות","https://artos.co.il/wp-content/uploads/2025/11/b14c9b07b5ad6e72feb192fda442cd9b-scaled.png, https://artos.co.il/wp-content/uploads/2025/11/ae5fe66cdee2fa2bf5233474807f126d-scaled.png",https://artos.co.il/wp-content/uploads/2025/11/b14c9b07b5ad6e72feb192fda442cd9b-scaled.png|https://artos.co.il/wp-content/uploads/2025/11/ae5fe66cdee2fa2bf5233474807f126d-scaled.png,artos_assets/images/19236_00_7f7e109f80.png|artos_assets/images/19236_01_f75cf92d77.png,artos_assets/images/19236_00_7f7e109f80.png
19151,מטען קיר 33W לטעינה מהירה של שני מכשירים בו זמנית,7290122461718,119,119,119,ILS,True,https://artos.co.il/product/%d7%9e%d7%98%d7%a2%d7%9f-%d7%a7%d7%99%d7%a8-33w-%d7%9c%d7%98%d7%a2%d7%99%d7%a0%d7%94-%d7%9e%d7%94%d7%99%d7%a8%d7%94-%d7%a9%d7%9c-%d7%a9%d7%a0%d7%99-%d7%9e%d7%9b%d7%a9%d7%99%d7%a8%d7%99%d7%9d-%d7%91/,,"<p>כבל מובנה לטעינת מכשירים עם חיבור טייפ סי, כניסה PD לטעינת מכשיר נוסף עם כבל נפרד. כבל נגלל נשלף באורך 75 ס&#8221;מ, עוצמות טעינה: כבל טייפ סי מובנה &#8211; עד 33W, כניסת PD &#8211; עד 30W, טעינה משולבת של הכבל המובנה והיצאת PD ביחד &#8211; עד 15W</p>","אביזרי סלולר וגאדג'טים, מטענים","https://artos.co.il/wp-content/uploads/2025/10/RETRACT-GAN-1.png, https://artos.co.il/wp-content/uploads/2025/10/RETRACT-GAN2@4x-8.png",https://artos.co.il/wp-content/uploads/2025/10/RETRACT-GAN-1.png|https://artos.co.il/wp-content/uploads/2025/10/RETRACT-GAN2@4x-8.png,artos_assets/images/19151_00_81c4118248.png|artos_assets/images/19151_01_9f0e87e807.png,artos_assets/images/19151_00_81c4118248.png
19144,מטען קיר 30W + כבל מאושר APPLE,7290122461770,129,129,129,ILS,True,https://artos.co.il/product/%d7%9e%d7%98%d7%a2%d7%9f-%d7%a7%d7%99%d7%a8-30w-%d7%9b%d7%91%d7%9c-%d7%9e%d7%90%d7%95%d7%a9%d7%a8-apple/,,"<p>מטען קיר GAN &#8211; עיצוב קטן, קומפקטי ומהיר יותר מהמטענים הרגילים.</p>
<p>כבל TYPE C לLIGHTNING מאושר APPLE המתאים לכל מכשירי אפל עם חיבור דומה (אייפון 5 עד 14), עוצמת טעינה 15W למכשירי אייפון, עוצמת טעינה 30W (למכשירים אחרים שאינם אייפון) &#8211; עד 50% טעינה תוך חצי שעה.</p>","אביזרי סלולר וגאדג'טים, מטענים","https://artos.co.il/wp-content/uploads/2025/10/charger-with-cabels-scaled.png, https://artos.co.il/wp-content/uploads/2025/10/GAN-SPEED-4-scaled.png, https://artos.co.il/wp-content/uploads/2025/10/GAN-SPEED2-scaled.png, https://artos.co.il/wp-content/uploads/2025/10/GAN-SPEED3-scaled.png",https://artos.co.il/wp-content/uploads/2025/10/charger-with-cabels-scaled.png|https://artos.co.il/wp-content/uploads/2025/10/GAN-SPEED-4-scaled.png|https://artos.co.il/wp-content/uploads/2025/10/GAN-SPEED2-scaled.png|https://artos.co.il/wp-content/uploads/2025/10/GAN-SPEED3-scaled.png,artos_assets/images/19144_00_02f82639ba.png|artos_assets/images/19144_01_384faa3989.png|artos_assets/images/19144_02_d8a1fec33d.png|artos_assets/images/19144_03_192f98dfc4.png,artos_assets/images/19144_00_02f82639ba.png
18803,סט לאישה לטיפוח השיער,7290122461527,199,199,199,ILS,True,https://artos.co.il/product/%d7%a1%d7%98-%d7%9c%d7%90%d7%99%d7%a9%d7%94-%d7%9c%d7%98%d7%99%d7%a4%d7%95%d7%97-%d7%94%d7%a9%d7%99%d7%a2%d7%a8/,,"<div>ערכת טיפוח יוקרתית לעיצוב השיער:</div>
<div>
<ul>
<li>מייבש שיער מיני מתקפל</li>
<li>מחליק ומסלסל (2 ב1) מתקפל</li>
<li>מברשת החלקה</li>
<li>תיק אחסון קומפקטי המתאים לנסיעות</li>
</ul>
</div>
<div><u>מייבש שיער</u></div>
<div>עוצמה 1200W</div>
<div> 2 עוצמות ייבוש</div>
<div>ידית מתקפלת לאחסון קומפקטי</div>
<div></div>
<div><u>מחליק ומסלסל 2 ב1</u></div>
<div> מתחמם ומוכן לשימוש תוך דקה וחצי</div>
<div>ידית מתקפלת לאחסון קומפקטי</div>
<div>מנגנון בטיחות של כיבוי אוטמטי לאחר 60 דקות</div>
<div></div>
<div><u>מברשת החלקה</u></div>
<div>מתחמם ומוכן לשימוש תוך דקה וחצי</div>
<div>טווח טמפרטורות עבודה- בין 110 ל200 מעלות</div>
<div>בסיס כבל מסתובב 360°, לנוחות עבודה ומניעת נזק בזמן השימוש</div>
<div></div>","טיפוח, שונות","https://artos.co.il/wp-content/uploads/2025/09/glam-set@4x-scaled.png, https://artos.co.il/wp-content/uploads/2025/09/glam-3@4x.png, https://artos.co.il/wp-content/uploads/2025/09/glam-2@4x.png",https://artos.co.il/wp-content/uploads/2025/09/glam-set@4x-scaled.png|https://artos.co.il/wp-content/uploads/2025/09/glam-3@4x.png|https://artos.co.il/wp-content/uploads/2025/09/glam-2@4x.png,artos_assets/images/18803_00_161916543f.png|artos_assets/images/18803_01_e9034d0127.png|artos_assets/images/18803_02_b1fbb4944d.png,artos_assets/images/18803_00_161916543f.png
18785,דונגל למערכת המולטימדיה לרכב,7290122461695,159,159,159,ILS,True,https://artos.co.il/product/%d7%93%d7%95%d7%a0%d7%92%d7%9c-%d7%9c%d7%9e%d7%a2%d7%a8%d7%9b%d7%aa-%d7%94%d7%9e%d7%95%d7%9c%d7%98%d7%99%d7%9e%d7%93%d7%99%d7%94-%d7%9c%d7%a8%d7%9b%d7%91/,,"<div dir=""rtl""><span style=""color: #000000;font-family: arial, sans-serif"">דונגל לחיבור אלחוטי של  מערכת מולטימדיה ברכב עם הטלפון הנייד , </span><span style=""color: #000000;font-family: arial, sans-serif"">מאפשר הפעלה מלאה של  מערכת   CAR PLAY של אפל  ו ANDROID AUTO על גבי המסך המקורי של הרכב, ללא צורך בשדרוג יקר או בהתקנה מורכבת., </span><span style=""color: #000000;font-family: arial, sans-serif"">מיועד לרכבים בהם יש מערכת מולטימדיה, אך אין בהם מערכת CAR PLAY או ANDROID AUTO מובנים, </span><span style=""color: #000000;font-family: arial, sans-serif"">התקנה פשוטה דרך חיבור הבלוטות&#8217; והWLAN בטלפון, </span><span style=""font-family: arial, sans-serif""><span style=""color: #000000"">חיבור PLUG&amp;PLAY</span><span style=""color: #777777""> &#8211; </span>מתחבר ישירות אל כניסת הUSB או הTYPE C ברכב ואין צורך בקישור נוסף בין הטלפון לרכב לאחר ההגדרה הראשונית, </span><span style=""font-family: arial, sans-serif"">תומך בכל הטלפונים בעלי מערכות הפעלה IOS 10 ומעלה או אנדרואיד 11 ומעלה, </span><span style=""font-family: arial, sans-serif"">מגיע עם מתאמים לכניסת TYPE C ברכבים החדשים</span></div>
<div dir=""rtl""><span style=""font-family: arial, sans-serif"">תכולת הערכה: דונגל, כבל מתאם USB A לחיבור USB C לדונגל , מתאם USB C לדונגל</span></div>",אביזרי רכב,"https://artos.co.il/wp-content/uploads/2025/09/CAR-ADAPTER-1-1-1.png, https://artos.co.il/wp-content/uploads/2025/09/CAR-ADAPTER-_2-1-1.png",https://artos.co.il/wp-content/uploads/2025/09/CAR-ADAPTER-1-1-1.png|https://artos.co.il/wp-content/uploads/2025/09/CAR-ADAPTER-_2-1-1.png,artos_assets/images/18785_00_1f1bbf054b.png|artos_assets/images/18785_01_f188a798a3.png,artos_assets/images/18785_00_1f1bbf054b.png
18771,אוזניות TWS התומכות בפונקציות AI,7290122461701,109,109,109,ILS,True,https://artos.co.il/product/%d7%90%d7%95%d7%96%d7%a0%d7%99%d7%95%d7%aa-tws-%d7%94%d7%aa%d7%95%d7%9e%d7%9b%d7%95%d7%aa-%d7%91%d7%a4%d7%95%d7%a0%d7%a7%d7%a6%d7%99%d7%95%d7%aa-ai/,,"<div dir=""rtl"">אוזניות אלחוטיות בטכנולוגיית TWS, טכנולוגייה ייחודית המאפשרת שימוש באוזניה אחת או בשתיהן, תמיכה באפליקציית WEARFIT PRO עם פונקציות AI מתקדמות לרבות  תרגום סימולטני של שפות זרות לעברית , ANC – סינון רעשי רקע בזמן שמיעת מוזיקה,, זמן עבודה אלחוטי – עד 6 שעות, זמן טעינת האוזניות – שעה אחת, גרסת בלוטות’  – 6.0</div>
<div dir=""rtl"">תכולת הערכה: אוזניות  ,נרתיק טעינה, כבל USB, חוברת הוראות</div>","אביזרי סלולר וגאדג'טים, אוזניות","https://artos.co.il/wp-content/uploads/2025/08/T220-3.png, https://artos.co.il/wp-content/uploads/2025/08/T220-ANC-2.png",https://artos.co.il/wp-content/uploads/2025/08/T220-3.png|https://artos.co.il/wp-content/uploads/2025/08/T220-ANC-2.png,artos_assets/images/18771_00_9b01547d87.png|artos_assets/images/18771_01_39357edf35.png,artos_assets/images/18771_00_9b01547d87.png
18677,רשת לגריל ברזילאי,7290122460933,79,79,79,ILS,True,https://artos.co.il/product/%d7%a8%d7%a9%d7%aa-%d7%9c%d7%92%d7%a8%d7%99%d7%9c-%d7%91%d7%a8%d7%96%d7%99%d7%9c%d7%90%d7%99/,,"<p>רשת ניקל לגריל ברזילאי של CAMP&amp;GO מידת הרשת:  49X36.50 ס&#8221;מ, עובי הרשת &#8211; 4.8 מ&#8221;מ</p>","בישול בשטח, קמפינג",https://artos.co.il/wp-content/uploads/2025/08/מוקטן-גריל-ברזילאי-@3x-8.png,https://artos.co.il/wp-content/uploads/2025/08/מוקטן-גריל-ברזילאי-@3x-8.png,artos_assets/images/18677_00_78bd8b265a.png,artos_assets/images/18677_00_78bd8b265a.png
18668,חבל עם תאורת קמפינג סולרית,7290122461466,99,99,99,ILS,True,https://artos.co.il/product/%d7%97%d7%91%d7%9c-%d7%a2%d7%9d-%d7%aa%d7%90%d7%95%d7%a8%d7%aa-%d7%a7%d7%9e%d7%a4%d7%99%d7%a0%d7%92-%d7%a1%d7%95%d7%9c%d7%a8%d7%99%d7%aa/,,"<p>חבל באורך 7 מטר עם תאורת לד נטענת לקמפינג, נטען באמצעות פאנל סולארי או באמצעות כבל USB, עד 12 שעות תאורה לטעינה מלאה, יכול לשמש כחבל קשירה והידוק של אוהלים וציליות, פונקציית טיימר להגדרה מראש של זמן התאורה &#8211; 6,4 או 8 שעות, שלט רחוק לשליטה על עוצמה וסוג התאורה והפעלת הטיימר. חסין לחדירת נוזלים ואבק בדרגה IP65, 8 מצבי תאורה שונים, מונע היתקלויות בחבלים ועצמים שונים בסביבת האוהל בחשיכה, זמן טעינה ע&#8221;י כבל הטעינה &#8211; 6 שעות, זמן טעינה ע&#8221;י הפאנל הסולארי &#8211; 8 שעות.</p>","קמפינג, תאורת שטח","https://artos.co.il/wp-content/uploads/2025/08/Solar__1_-removebg-preview.png, https://artos.co.il/wp-content/uploads/2025/08/led-rope-2dd.png, https://artos.co.il/wp-content/uploads/2025/08/LED-ROPE-4.png",https://artos.co.il/wp-content/uploads/2025/08/Solar__1_-removebg-preview.png|https://artos.co.il/wp-content/uploads/2025/08/led-rope-2dd.png|https://artos.co.il/wp-content/uploads/2025/08/LED-ROPE-4.png,artos_assets/images/18668_00_eb60abd210.png|artos_assets/images/18668_01_ff71293ec0.png|artos_assets/images/18668_02_8eb060c880.png,artos_assets/images/18668_00_eb60abd210.png
18352,באנדל &#8211; ערכה לים,,99,299,99,ILS,True,https://artos.co.il/product/%d7%91%d7%90%d7%a0%d7%93%d7%9c-%d7%a2%d7%a8%d7%9b%d7%94-%d7%9c%d7%99%d7%9d/,,"<p>במיוחד לקיץ!</p>
<p>חבילה מושלמת לים הכוללת כיסא ים, שמשייה איכותית ומחצלת גדולה גם ידית נשיאה נוחה.</p>
<p>הכל במחיר קייצי ושווה במיוחד!</p>",מבצעי חגים,https://artos.co.il/wp-content/uploads/2025/07/summer-bundle@4x.png,https://artos.co.il/wp-content/uploads/2025/07/summer-bundle@4x.png,artos_assets/images/18352_00_6dd7a9ff2c.png,artos_assets/images/18352_00_6dd7a9ff2c.png
18252,מטען רכב TRIO 60W עם כבל לייטנינג,7290122461534,119,119,119,ILS,True,https://artos.co.il/product/%d7%9e%d7%98%d7%a2%d7%9f-%d7%a8%d7%9b%d7%91-trio-60w-%d7%a2%d7%9d-%d7%9b%d7%91%d7%9c-%d7%9c%d7%99%d7%99%d7%98%d7%a0%d7%99%d7%a0%d7%92/,,"<div dir=""rtl"">
<div dir=""rtl""><span style=""font-family: arial, sans-serif"">מטען רכב 60W לטעינה מהירה של 3 מכשירים בו זמנית</span></div>
<div dir=""rtl""><span style=""font-family: arial, sans-serif"">כבל מובנה לייטנינג לטעינה מהירה בעוצמה 30W </span></div>
<div dir=""rtl""><span style=""color: #404041;font-family: arial, sans-serif"">כניסת טייפ סי (PD) לטעינה מהירה בעוצמה 30W עם כבל נפרד</span></div>
<div dir=""rtl""><span style=""font-family: arial, sans-serif""> כניסת USB נוספת לטעינה מהירה בעוצמה 30W (QC3.0) עם כבל נפרד</span></div>
<div dir=""rtl"">
<div dir=""rtl""><span style=""font-family: arial, sans-serif""> כבל מובנה, נשלף ונגלל לטעינת מכשיר במושב האחורי</span></div>
</div>
<div dir=""rtl""><span style=""font-family: arial, sans-serif""> עוצמות טעינה: </span></div>
<div dir=""rtl""><span style=""font-family: arial, sans-serif"">כבל לייטנינג מובנה + אחת מהיציאות– מקסימום 60W </span></div>
<div dir=""rtl""><span style=""font-family: arial, sans-serif"">יציאת טייפ סי + יציאת USB &#8211; מקסימום 17W </span></div>
<div dir=""rtl""><span style=""font-family: arial, sans-serif""> טעינה משולבת של  הכבל וכל היציאות ביחד  – מקסימום 47W</span></div>
</div>","אביזרי סלולר וגאדג'טים, מטענים",https://artos.co.il/wp-content/uploads/2025/07/iphone-3-scaled.png,https://artos.co.il/wp-content/uploads/2025/07/iphone-3-scaled.png,artos_assets/images/18252_00_30af417ccb.png,artos_assets/images/18252_00_30af417ccb.png
